nombre,categoria,direccion_completa,barrio,comuna
BON JOUR,RESTAURANTE,GUEMES 3299,Recoleta,Comuna 2
BONJOUR - PIZZA,RESTAURANTE,GUEMES 3299,Recoleta,Comuna 2
BOQUITAS PINTADAS,,ESTADOS UNIDOS 1393,Constitucion,Comuna 1
BORDO,RESTAURANTE,CORRIENTES AV. 799,San Nicolas,Comuna 1
BORDO BAR,PUB,REPUBLICA DE LA INDIA 2895,Palermo,Comuna 14
BOREAL,CAFE,SALTA 1391,Constitucion,Comuna 1
BORGOÃÆÃ¢â¬ËA,CAFE,"YRIGOYEN, HIPOLITO 2700",Balvanera,Comuna 3
BOSTON CITY,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
BOUTIQUE DEL LIBRO,PUB,THAMES 1762,Palermo,Comuna 14
BRASIAS,RESTAURANTE,SEGUROLA AV. 87,Floresta,Comuna 10
BRAULIO,RESTAURANTE,BAEZ 518,Palermo,Comuna 14
BRAVO,CAFE,RIVADAVIA AV. 4701,Caballito,Comuna 6
BRAZILIAN,RESTAURANTE,DIRECTORIO AV. 1969,Flores,Comuna 7
BREAD FACTORY,CAFE,"MITRE, BARTOLOME 747",San Nicolas,Comuna 1
BREAD NOIR,,TUCUMAN 980,San Nicolas,Comuna 1
BREAK TIME,RESTAURANTE,25 DE MAYO 536,San Nicolas,Comuna 1
BREMEN,CAFE,RIVADAVIA AV. 4585,Almagro,Comuna 5
BRETON,RESTAURANTE,SARMIENTO 1548,San Nicolas,Comuna 1
BRICCO,RESTAURANTE,JUNCAL 2295,Recoleta,Comuna 2
BRICK,RESTAURANTE,CORRIENTES AV. 1792,San Nicolas,Comuna 1
BRIS,RESTAURANTE,COSTA RICA 4592,Palermo,Comuna 14
BROA,CAFE,CRAMER 4599,Saavedra,Comuna 12
BROCCOLINO,RESTAURANTE,ESMERALDA 776,San Nicolas,Comuna 1
BROKER BAR,RESTAURANTE,SARMIENTO 342,San Nicolas,Comuna 1
BRUJAS,RESTAURANTE,"BORGES, JORGE LUIS 1640",Palermo,Comuna 14
BRULE,CAFE,GORRITI 3600,Recoleta,Comuna 2
BRUNCH,CAFE,AYACUCHO 966,Recoleta,Comuna 2
BRUNELLO,RESTAURANTE,"VEGA, NICETO, Cnel. 4992",Palermo,Comuna 14
BS.AS. ESPRESSO,RESTAURANTE,GUEMES 4229,Palermo,Comuna 14
BUDAPEST,RESTAURANTE,25 DE MAYO 690,San Nicolas,Comuna 1
BUDDHABA,RESTAURANTE,ARRIBEÃÆÃ¢â¬ËOS 2290,Belgrano,Comuna 13
BUENA SUERTE,RESTAURANTE,RIVADAVIA AV. 1689,San Nicolas,Comuna 1
BUEN GUSTO,RESTAURANTE,LAS HERAS GENERAL AV. 2101,Recoleta,Comuna 2
BUENOS AIRES NEWS,RESTAURANTE,DEL LIBERTADOR AV. 3883,Palermo,Comuna 14
BUENOS MUCHACHOS,RESTAURANTE,CORDOBA AV. 2574,Balvanera,Comuna 3
BUHO,RESTAURANTE,MONTAÃÆÃ¢â¬ËESES 2785,Belgrano,Comuna 13
BULLEN,PUB,"ORTIZ, ROBERTO M., Pres. 1827",Recoleta,Comuna 2
BUNGALO,RESTAURANTE,RIVADAVIA AV. 2210,Balvanera,Comuna 3
BUON,CAFE,RIVADAVIA AV. 6200,Caballito,Comuna 6
BURGER KING,RESTAURANTE,CORDOBA AV. 2332,Balvanera,Comuna 3
BURGUER KING,PUB,SANTA FE AV. 2575,Recoleta,Comuna 2
BURGUER KING,RESTAURANTE,RIVADAVIA AV. 4607,Caballito,Comuna 6
BURZAKO,RESTAURANTE,MEXICO 345,Monserrat,Comuna 1
BUZIOS,RESTAURANTE,PARAGUAY 2400,Recoleta,Comuna 2
BÃâÃÂ SICO,RESTAURANTE,MAURE 4061,Chacarita,Comuna 15
CABALLITO SPORT,RESTAURANTE,"ALVAREZ, DONATO, Tte. Gral. 1481",Caballito,Comuna 6
CABAÃÆÃ¢â¬ËA COLONIA BARRACAS,RESTAURANTE,OLAVARRIA 1601,Barracas,Comuna 4
CABERNET,RESTAURANTE,"BORGES, JORGE LUIS 1757",Palermo,Comuna 14
CAFE ALBERDI,CAFE,"ALBERDI, JUAN BAUTISTA AV. 500",Caballito,Comuna 6
CAFE AZNAR,RESTAURANTE,TUCUMAN 1602,San Nicolas,Comuna 1
CAFE BAR,RESTAURANTE,LA PLATA AV. 1620,Boedo,Comuna 5
CAFE BAR CHISOL,RESTAURANTE,CHILE 1699,Monserrat,Comuna 1
CAFE BAR DE LOS ARTISTAS,BAR,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 784",Boca,Comuna 4
CAFE BAR FILIBERTO,RESTAURANTE,MAGALLANES 825,Boca,Comuna 4
CAFE BARI,BAR,SARMIENTO 561,San Nicolas,Comuna 1
CAFE BORDO,,DE LOS CONSTITUYENTES AV. 5189,Villa Urquiza,Comuna 12
CAFE BOUQUET,,CABILDO AV. 1400,Colegiales,Comuna 13
CAFE BUENOS AIRES,RESTAURANTE,"ALSINA, ADOLFO 1600",Monserrat,Comuna 1
CAFECITO,CAFE,"MITRE, BARTOLOME 790",San Nicolas,Comuna 1
CAFE DE GARCIA,CAFE,SAN MARTIN AV. 1828,Caballito,Comuna 6
CAFE DE LA AMISTAD,BAR,JUNCAL 4499,Palermo,Comuna 14
CAFE DE LA CASONA,RESTAURANTE,CORRIENTES AV. 1979,Balvanera,Comuna 3
CAFE DE LA CIUDAD,CAFE,CORRIENTES AV. 999,San Nicolas,Comuna 1
CAFE DE LA ESQUINA,RESTAURANTE,ROSARIO 495,Caballito,Comuna 6
CAFE DE LA ESQUINA,CAFE,TUCUMAN 2300,Balvanera,Comuna 3
CAFE DE LA FACU,CAFE,CORDOBA AV. 2202,Balvanera,Comuna 3
CAFE DE LA FLOR,CAFE,"ALSINA, ADOLFO 1200",Monserrat,Comuna 1
CAFE DE LA PAIX,RESTAURANTE,"QUINTANA, MANUEL, PRES. AV. 595",Recoleta,Comuna 2
CAFE DE LA PLAZA,RESTAURANTE,LINCOLN AV. 3990,Villa Devoto,Comuna 11
CAFE DE LAS CIENCIAS,RESTAURANTE,JUNIN 785,Balvanera,Comuna 3
CAFE DE LAS CORTES,CAFE,TUCUMAN 1327,San Nicolas,Comuna 1
CAFE DE LA SEDA,BAR,ARMENIA 1820,Palermo,Comuna 14
CAFE DE LAS GALERIAS,CONFITERIA,FLORIDA 725,San Nicolas,Comuna 1
CAFE DE LAS LUCES,CAFE,BOLIVAR 240,Monserrat,Comuna 1
CAFE DE LA SUBASTA,BAR,RIO DE JANEIRO 54,Caballito,Comuna 6
CAFE DEL BOTANICO,CAFE,SANTA FE AV. 3799,Palermo,Comuna 14
CAFE DEL LIBERTADOR,CAFE,SAN MARTIN AV. 6202,Villa Devoto,Comuna 11
CAFE DE LOS INCAS,RESTAURANTE,DE LOS INCAS AV. 3909,Villa Ortuzar,Comuna 15
CAFE DEL SIGLO,RESTAURANTE,TUCUMAN 2101,Balvanera,Comuna 3
CAFE DE MI PAIS,CONFITERIA,TUCUMAN 299,San Nicolas,Comuna 1
CAFE EL URBANO,RESTAURANTE,SUIPACHA 237,San Nicolas,Comuna 1
CAFE FINANZAS,RESTAURANTE,LAVALLE 502,San Nicolas,Comuna 1
CAFE FLORENCIA,CAFE,GUEMES 3199,Recoleta,Comuna 2
CAFE FUNDADOR,CAFE,BERUTI 2954,Recoleta,Comuna 2
CAFE HOMERO,RESTAURANTE,LAVALLE 1501,San Nicolas,Comuna 1
CAFE JONATHAN,CAFE,"BEIRO, FRANCISCO AV. 4001",Villa Devoto,Comuna 11
CAFE JONATHAN,BAR,"MORENO, JOSE MARIA AV. 304",Caballito,Comuna 6
CAFE LA FORJA,RESTAURANTE,BACACAY 2414,Flores,Comuna 7
CAFE LA PAZ,RESTAURANTE,CORRIENTES AV. 1593,San Nicolas,Comuna 1
CAFE LEON,RESTAURANTE,RAMALLO 1736,NuÃÆÃÂ±ez,Comuna 13
CAFE LE PARC,,"GALLARDO, ANGEL AV. 401",Villa Crespo,Comuna 15
CAFE MARTINEZ,CAFE,AYACUCHO 1985,Recoleta,Comuna 2
CAFE MARTINEZ,CAFE,CORDOBA AV. 1499,Recoleta,Comuna 2
CAFE MARTINEZ,CAFE,DEL LIBERTADOR AV. 3598,Palermo,Comuna 14
CAFE MARTINEZ,CAFE,"SCALABRINI ORTIZ, RAUL 3195",Palermo,Comuna 14
CAFE MARTINIQUE,CAFE,PARANA 1156,Recoleta,Comuna 2
CAFE MONET,CAFE,"QUINTANA, MANUEL, PRES. 400",Recoleta,Comuna 2
CAFE MONSERRAT,CAFE,SAN JOSE 524,Monserrat,Comuna 1
CAFE ORLEANS,CAFE,CORDOBA AV. 499,Retiro,Comuna 1
CAFE PARAISO,CAFE,"ALVAREZ, DONATO, Tte. Gral. AV. 2080",Villa Gral. Mitre,Comuna 11
CAFE PELLEGRINI,RESTAURANTE,"PELLEGRINI, CARLOS 761",San Nicolas,Comuna 1
CAFE PLAZA,RESTAURANTE,SANTA FE AV. 999,Retiro,Comuna 1
CAFE QUINTANA,RESTAURANTE,"ORTIZ, ROBERTO M., Pres. 1865",Recoleta,Comuna 2
CAFE QUINTANA,RESTAURANTE,"QUINTANA, MANUEL, PRES. AV. 460",Recoleta,Comuna 2
CAFE ROMA,CAFE,OLAVARRIA 409,Boca,Comuna 4
CAFE SAN JUAN,RESTAURANTE,SAN JUAN AV. 450,San Telmo,Comuna 1
CAFE SMPSON,RESTAURANTE,URUGUAY 1026,Recoleta,Comuna 2
CAFE STATUS,CAFE,BALCARCE 254,Monserrat,Comuna 1
CAFE STERLING,RESTAURANTE,SARMIENTO 402,San Nicolas,Comuna 1
CAFETERIA 2003,RESTAURANTE,SAN JOSE 220,Monserrat,Comuna 1
CAFETERIA F.A.S,RESTAURANTE,PERDRIEL 25,Barracas,Comuna 4
CAFETERIA MONTEVIDEO,CAFE,MONTEVIDEO 667,San Nicolas,Comuna 1
CAFE TIEMPO,CAFE,BOYACA 1600,Villa Gral. Mitre,Comuna 11
CAFETIN,CAFE,JUNIN 16,Balvanera,Comuna 3
CAFE TORTONI,RESTAURANTE,DE MAYO AV. 825,Monserrat,Comuna 1
CAFE VIENES,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 893",San Nicolas,Comuna 1
CAFE VINCENT,CAFE,"PELLEGRINI, CARLOS 1123",Retiro,Comuna 1
CAFE Y BAR ENCUENTRO,BAR,RODRIGUEZ PEÃÆÃ¢â¬ËA 780,San Nicolas,Comuna 1
CAFFE CITY,CAFE,CABILDO AV. 1209,Palermo,Comuna 14
CAFFE TABAC,BAR,DEL LIBERTADOR AV. 2300,Palermo,Comuna 14
CAFIOLO,RESTAURANTE,"YRIGOYEN, HIPOLITO 802",Monserrat,Comuna 1
CAIMUN,RESTAURANTE,CORRIENTES AV. 777,San Nicolas,Comuna 1
CALCIO,RESTAURANTE,RIVADAVIA AV. 5701,Caballito,Comuna 6
CALDEN DEL SOHO,BAR,HONDURAS 4701,Palermo,Comuna 14
CALE,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 1000",Villa Crespo,Comuna 15
CALLE ROY,RESTAURANTE,FITZ ROY 1519,Palermo,Comuna 14
CAMBALACHE,RESTAURANTE,AMENABAR 2204,Belgrano,Comuna 13
CAMBALACHE,RESTAURANTE,BOLIVAR 592,Monserrat,Comuna 1
CAMERUN,RESTAURANTE,"UDAONDO, GUILLERMO AV. 1308",Belgrano,Comuna 13
CAMINITO TANGO SHOW,CAFE,"VALLE IBERLUCEA del, Dr. 1158",Boca,Comuna 4
CAMPECHANO,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
CAMPO BRAVO,RESTAURANTE,BAEZ 292,Palermo,Comuna 14
CAMPO DEI FIORI,RESTAURANTE,"ALVAREZ, JULIAN 299",Villa Crespo,Comuna 15
CAMPO DEI FIORI,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1401,Monserrat,Comuna 1
CAMPO DEI FIORI,RESTAURANTE,ARCE 305,Palermo,Comuna 14
CAMPOS DEL PILAR,RESTAURANTE,PUEYRREDON AV. 1501,Recoleta,Comuna 2
CANAL,RESTAURANTE,"SALGUERO, JERONIMO 2692",Palermo,Comuna 14
CANDIDO,RESTAURANTE,CARRASCO AV. 394,Velez Sarsfield,Comuna 10
CANDILEJAS,CAFE,CORDOBA AV. 1147,Retiro,Comuna 1
CANELA,RESTAURANTE,JUNCAL 2124,Recoleta,Comuna 2
CANGAS DE NARCEA,RESTAURANTE,BERUTI 4643,Palermo,Comuna 14
CANTARES,RESTAURANTE,RIVADAVIA AV. 1180,Monserrat,Comuna 1
CANTEGRILL,RESTAURANTE,CORRIENTES AV. 4800,Villa Crespo,Comuna 15
CANTEGRILL,RESTAURANTE,RIVADAVIA AV. 7326,Flores,Comuna 7
Cantina Don Chicho,RESTAURANTE,ZARRAGA 3991,Villa Ortuzar,Comuna 15
CANTON,RESTAURANTE,PARAGUAY 2476,Recoleta,Comuna 2
CANTONES,RESTAURANTE,FRAY JUSTO SANTAMARIA DE ORO 2466,Palermo,Comuna 14
CAPATAZ,RESTAURANTE,MAIPU 529,San Nicolas,Comuna 1
CAPISCI,RESTAURANTE,"SAGASTA ISLA, JOSE MARIA 2072",Belgrano,Comuna 13
CAPITAN COCO,CAFE,RIOBAMBA 360,Balvanera,Comuna 3
CAPITELES,RESTAURANTE,SUIPACHA 130,San Nicolas,Comuna 1
CAPITULO V,RESTAURANTE,"ARANGUREN, JUAN F., Dr. 2802",Flores,Comuna 7
CAPRI,RESTAURANTE,PERU 602,Monserrat,Comuna 1
CAPRIATTI,RESTAURANTE,CORRIENTES AV. 1302,San Nicolas,Comuna 1
CAPRICCIO,RESTAURANTE,"GOYENA, PEDRO AV. 358",Caballito,Comuna 6
Caracas Bar,BAR,GUATEMALA 4802,Palermo,Comuna 14
CARA NAPOLI,RESTAURANTE,ALVAREZ THOMAS AV. 2302,Villa Ortuzar,Comuna 15
CARDINALE,RESTAURANTE,SAN MARTIN 1225,Retiro,Comuna 1
CARITO MORENA,RESTAURANTE,HONDURAS 5501,Palermo,Comuna 14
CARLITOS,RESTAURANTE,GUIDO 1962,Recoleta,Comuna 2
CARLITOS,RESTAURANTE,BRANDSEN 694,Boca,Comuna 4
CARMESI,RESTAURANTE,ARAOZ 2701,Palermo,Comuna 14
CARNAL,RESTAURANTE,"VEGA, NICETO, Cnel. AV. 5507",Palermo,Comuna 14
CARNER BAR,RESTAURANTE,CORDOBA AV. 2001,Recoleta,Comuna 2
CAROBEL,RESTAURANTE,SARMIENTO 964,San Nicolas,Comuna 1
CARROT,RESTAURANTE,PASO 327,Balvanera,Comuna 3
CARTAN,RESTAURANTE,"FALCON, RAMON L.,CNEL. 7158",Liniers,Comuna 9
CARTOON,RESTAURANTE,RIOBAMBA 1112,Recoleta,Comuna 2
CASABLANCA,RESTAURANTE,RIVADAVIA AV. 1901,Balvanera,Comuna 3
CASA DE LA NONNA,RESTAURANTE,ARENALES 2771,Recoleta,Comuna 2
CASA DE LAS PIZZAS,RESTAURANTE,"CALVO, CARLOS 637",San Telmo,Comuna 1
CASA ROCA,RESTAURANTE,SAN MARTIN 579,San Nicolas,Comuna 1
CASITA CHINA,RESTAURANTE,MAURE 1711,Palermo,Comuna 14
CASITAS II,RESTAURANTE,PASCO 212,Balvanera,Comuna 3
CASTELAR,RESTAURANTE,CORDOBA AV. 799,Retiro,Comuna 1
CASTILLO 601,RESTAURANTE,CASTILLO 601,Villa Crespo,Comuna 15
CATALINAS,RESTAURANTE,INDEPENDENCIA AV. 375,San Telmo,Comuna 1
CATALINO,RESTAURANTE,SARMIENTO 2227,Balvanera,Comuna 3
CATEDRAL,CAFE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6197",Villa Riachuelo,Comuna 8
CAVAS & CUEVAS GRAND BAR,RESTAURANTE,GUATEMALA 5650,Palermo,Comuna 14
C & D STYLE LIFE,RESTAURANTE,"BEIRO, FRANCISCO AV. 3261",Villa Devoto,Comuna 11
CECEPE,RESTAURANTE,"BEIRO, FRANCISCO AV. 4202",Villa Devoto,Comuna 11
CELTA BAR,RESTAURANTE,SARMIENTO 1702,San Nicolas,Comuna 1
CENTENARIO,RESTAURANTE,RIVADAVIA AV. 3192,Balvanera,Comuna 3
CENTENERA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 914",Caballito,Comuna 6
CENTRAL BAR,RESTAURANTE,CORRIENTES AV. 1835,Balvanera,Comuna 3
CENTRO LALIN,RESTAURANTE,MORENO 1949,Balvanera,Comuna 3
CENTURY FOOD,RESTAURANTE,"MONTES DE OCA, MANUEL 1176",Barracas,Comuna 4
CERVANTES,RESTAURANTE,AZCUENAGA 250,Balvanera,Comuna 3
CERVANTES,RESTAURANTE,JUNIN 107,Balvanera,Comuna 3
CERVANTES II,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1883",Balvanera,Comuna 3
CERVATILLO,RESTAURANTE,RIOBAMBA 1193,Recoleta,Comuna 2
CERVATILLO II,BAR,AYACUCHO 1127,Recoleta,Comuna 2
CERVECERIA ARCE,RESTAURANTE,ARCE 375,Palermo,Comuna 14
CERVECERIA LOPEZ,RESTAURANTE,ALVAREZ THOMAS AV. 2136,Villa Ortuzar,Comuna 15
CHAJA,RESTAURANTE,"SALGUERO, JERONIMO 2069",Palermo,Comuna 14
CHAMPS ELYSEES,BAR,PUEYRREDON AV. 2501,Recoleta,Comuna 2
CHANTO OTTO,CAFE,SANTIAGO DEL ESTERO 1594,Constitucion,Comuna 1
CHAPLIN,RESTAURANTE,VIAMONTE 691,San Nicolas,Comuna 1
CHARLOTTE,BAR,DE LOS CORRALES AV. 7400,Mataderos,Comuna 9
CHARLY,RESTAURANTE,CONDARCO 16,Flores,Comuna 7
CHARLY BAR,CAFE,PAVON 1299,Constitucion,Comuna 1
CHARLY PIZZA BAR,RESTAURANTE,CAFAYATE 4187,Villa Lugano,Comuna 8
CHAVAL,RESTAURANTE,URUGUAY 286,San Nicolas,Comuna 1
CHAVELA RESTO BAR,RESTAURANTE,DEL LIBERTADOR AV. 7999,NuÃÆÃÂ±ez,Comuna 13
CHE BAR,CAFE,"ALEM, LEANDRO N. AV. 1036",Retiro,Comuna 1
"CHE, BO",RESTAURANTE,SALTA 178,Monserrat,Comuna 1
CHE BUENOS AIRES,RESTAURANTE,"ALVEAR, MARCELO T. De 1601",Recoleta,Comuna 2
CHE BUENOS AIRES,CAFE,DEL LIBERTADOR AV. 800,Retiro,Comuna 1
CHE CAFE,RESTAURANTE,"JUSTO, JUAN B. AV. 9499",Versalles,Comuna 10
CHECHO,RESTAURANTE,RAMALLO 1781,NuÃÆÃÂ±ez,Comuna 13
CHELO,RESTAURANTE,TUCUMAN 999,San Nicolas,Comuna 1
CHERIBO,CAFE,"CRUZ, OSVALDO AV. 2099",Barracas,Comuna 4
CHERYS,CAFE,"BEIRO, FRANCISCO AV. 5395",Villa Real,Comuna 10
CHEZ O!!,RESTAURANTE,ARENALES 2102,Recoleta,Comuna 2
CHICHE DE MATADEROS,RESTAURANTE,BRAGADO 6390,Mataderos,Comuna 9
CHINA ARGENTINA,RESTAURANTE,SANTA FE AV. 5300,Palermo,Comuna 14
CHINO CAFE RESTAURANTE,RESTAURANTE,MORON 5040,Villa Luro,Comuna 10
CHIQUILIN,RESTAURANTE,SARMIENTO 1599,San Nicolas,Comuna 1
CHIQUIN,,INDEPENDENCIA AV. 2302,San Cristobal,Comuna 3
CHOCOLATE,RESTAURANTE,NAZCA AV. 726,Flores,Comuna 7
CHRISTOPHE,RESTAURANTE,FITZ ROY 1994,Palermo,Comuna 14
CHUNGO,SANDWICHERIA,"PINO, Virrey del 2500",Colegiales,Comuna 13
CIBER,RESTAURANTE,SALTA 703,Monserrat,Comuna 1
CIELITO LINDO,RESTAURANTE,EL SALVADOR 4999,Palermo,Comuna 14
CIEN MOTIVOS,CAFE,SUAREZ 1502,Barracas,Comuna 4
CILANTRO COMEDOR MUNDANO,RESTAURANTE,SANCHEZ DE BUSTAMANTE 1186,Recoleta,Comuna 2
CINA BAR,RESTAURANTE,LAVALLE 2002,Balvanera,Comuna 3
CINCO ESQUINAS,RESTAURANTE,"ARANGUREN, JUAN F., Dr. 4587",Velez Sarsfield,Comuna 10
CINEMA,RESTAURANTE,CABILDO AV. 2088,Belgrano,Comuna 13
CIRANZO BAR,BAR,AVELLANEDA AV. 2523,Flores,Comuna 7
CIRCE,RESTAURANTE,SARMIENTO 537,San Nicolas,Comuna 1
CIRCULO 9 DE JULIO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 568",Caballito,Comuna 6
CITADINO,RESTAURANTE,SUIPACHA 624,San Nicolas,Comuna 1
CITY BAR,BAR,RECONQUISTA 650,San Nicolas,Comuna 1
CITY CORNER,BAR,FLORIDA 501,San Nicolas,Comuna 1
CLAPTON,BAR,RIVADAVIA AV. 7399,Flores,Comuna 7
CLARIDGE'S,RESTAURANTE,TUCUMAN 535,San Nicolas,Comuna 1
CLARK CENTRO,RESTAURANTE,SARMIENTO 645,San Nicolas,Comuna 1
CLARK'S,RESTAURANTE,JUNIN 1777,Recoleta,Comuna 2
CLARO,RESTAURANTE,LOPE DE VEGA AV. 1400,Villa Luro,Comuna 10
CLASICAS,RESTAURANTE,CORDOBA AV. 2045,Recoleta,Comuna 2
CLASICA Y MODERNA,RESTAURANTE,CALLAO AV. 892,Recoleta,Comuna 2
CLASICO,RESTAURANTE,BERUTI 4594,Palermo,Comuna 14
CLASICO,BAR,HUMBERTO 1Âº 501,San Telmo,Comuna 1
CLASS,RESTAURANTE,LA PLATA AV. 797,Caballito,Comuna 6
CLOE,RESTAURANTE,CUBA 2208,Belgrano,Comuna 13
CLOVER LIGHT,RESTAURANTE,RODRIGUEZ PEÃÆÃ¢â¬ËA 433,San Nicolas,Comuna 1
CLUB DANES,RESTAURANTE,"ALEM, LEANDRO N. AV. 1074",Retiro,Comuna 1
CLUB DEL VINO,RESTAURANTE,"CABRERA, JOSE A. 4737",Palermo,Comuna 14
CLUB EROS,RESTAURANTE,URIARTE 1609,Palermo,Comuna 14
CLUB S.D.C VIENTO NORTE,CAFE,"ACHA, MARIANO, Gral. 3743",Saavedra,Comuna 12
COCINA & CIA,RESTAURANTE,CORRIENTES AV. 4673,Almagro,Comuna 5
COCINA & CIA,RESTAURANTE,SANTA FE AV. 2461,Recoleta,Comuna 2
COCINA REGIONAL 1810,RESTAURANTE,"ALVAREZ, JULIAN 1918",Palermo,Comuna 14
COCO,RESTAURANTE,CORRALES 6555,Villa Riachuelo,Comuna 8
COCO PASO,RESTAURANTE,TUCUMAN 938,San Nicolas,Comuna 1
COFETIN,RESTAURANTE,RECONQUISTA 286,San Nicolas,Comuna 1
COGHLAN,RESTAURANTE,MONROE AV. 3600,Belgrano,Comuna 13
COLLAGE BAR POOL,RESTAURANTE,"BEIRO, FRANCISCO AV. 4749",Villa Devoto,Comuna 11
COMANDERS,RESTAURANTE,VERA 601,Villa Crespo,Comuna 15
COMES,RESTAURANTE,GUIDO 1931,Recoleta,Comuna 2
COMET,RESTAURANTE,BELGRANO AV. 217,Monserrat,Comuna 1
COMETE TODO,RESTAURANTE,VARELA AV. 605,Flores,Comuna 7
COMO,RESTAURANTE,"ARGUIBEL, ANDRES 2859",Palermo,Comuna 14
COMODINES,RESTAURANTE,PARAGUAY 2402,Recoleta,Comuna 2
COMODINES,RESTAURANTE,GUEMES 4400,Palermo,Comuna 14
COMO? EL 12,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1799",Puerto Madero,Comuna 1
COMO TE EXTRAÃÆÃ¢â¬ËO CLARA,RESTAURANTE,"YRIGOYEN, HIPOLITO 3235",Balvanera,Comuna 3
COMPUBAR,RESTAURANTE,CORRIENTES AV. 1686,San Nicolas,Comuna 1
CONCEPTO,RESTAURANTE,BONPLAND 1670,Palermo,Comuna 14
CONCEPTO INDIGO,RESTAURANTE,"LOPEZ, VICENTE 2152",Recoleta,Comuna 2
CONCEPTO INDIGO,RESTAURANTE,LAS HERAS GENERAL AV. 3195,Palermo,Comuna 14
CONFINTERIA ANTIGUA L'AIGLON,RESTAURANTE,CALLAO AV. 98,Balvanera,Comuna 3
CONFITERIA ATECA,RESTAURANTE,LIMA 603,Monserrat,Comuna 1
CONFITERIA IDEAL,RESTAURANTE,SUIPACHA 384,San Nicolas,Comuna 1
CONFITERIA LA FAMILIA,RESTAURANTE,PASTEUR 176,Balvanera,Comuna 3
CONFITERIA LE CARAVELLE,RESTAURANTE,LAVALLE 726,San Nicolas,Comuna 1
CONFITERIA NINI,RESTAURANTE,VARELA AV. 1170,Flores,Comuna 7
CONFITERIA PALERMO,RESTAURANTE,SANTA FE AV. 4599,Palermo,Comuna 14
CONFITERIA SAN JOSE,CONFITERIA,"CALVO, CARLOS 1400",Constitucion,Comuna 1
CONFITERIA SIGLO XXI,RESTAURANTE,CORRIENTES AV. 5500,Villa Crespo,Comuna 15
CONGRESO3795,RESTAURANTE,CONGRESO AV. 3795,Coghlan,Comuna 12
CONGRESO PLAZA,RESTAURANTE,"YRIGOYEN, HIPOLITO AV. 1502",Monserrat,Comuna 1
CONTACTO,RESTAURANTE,FITZ ROY 1663,Palermo,Comuna 14
CONTACTO PUB,PUB,BACACAY 1715,Flores,Comuna 7
CONTIGO PERU,RESTAURANTE,ECHEVERRIA 1627,Belgrano,Comuna 13
COPETINES,CAFE,MURGUIONDO 3564,Villa Lugano,Comuna 8
CORDELIA,RESTAURANTE,LAPRIDA 2102,Recoleta,Comuna 2
CORDOBA 616,CAFE,CORDOBA AV. 616,San Nicolas,Comuna 1
CORINTO,RESTAURANTE,CORRIENTES AV. 450,San Nicolas,Comuna 1
CORLEONE,RESTAURANTE,CHARCAS 3671,Palermo,Comuna 14
CORRIENTES 6196,RESTAURANTE,CORRIENTES AV. 6196,Chacarita,Comuna 15
COSMOPOLITAIN,RESTAURANTE,25 DE MAYO 597,San Nicolas,Comuna 1
COSTA AZUL,CONFITERIA,ALVAREZ JONTE AV. 5124,Monte Castro,Comuna 10
COSTA VERDE,CAFE,JUNCAL 2102,Recoleta,Comuna 2
COSTA VERDE,RESTAURANTE,"MITRE, BARTOLOME 2402",Balvanera,Comuna 3
COTIDIANO BAR,RESTAURANTE,RODRIGUEZ PEÃÆÃ¢â¬ËA 488,San Nicolas,Comuna 1
COVCHEN,RESTAURANTE,LA PLATA AV. 1365,Parque Chacabuco,Comuna 7
COYAR DE BUITRES,RESTAURANTE,BONPLAND 1698,Palermo,Comuna 14
CO Y CINA,RESTAURANTE,RIVADAVIA AV. 4895,Caballito,Comuna 6
CRACK,RESTAURANTE,"ALSINA, ADOLFO 2995",Balvanera,Comuna 3
CREMOLATI,,DE LOS CONSTITUYENTES AV. 5999,Villa Urquiza,Comuna 12
CREPES FACTORY,BAR,RECONQUISTA 455,San Nicolas,Comuna 1
CRISTAL,RESTAURANTE,POTOSI 4277,Almagro,Comuna 5
CRISTOPHER,RESTAURANTE,RECONQUISTA 850,Retiro,Comuna 1
CRISTOPHER,RESTAURANTE,CERRITO 1314,Retiro,Comuna 1
CROMOS,CAFE,MORENO 1449,Monserrat,Comuna 1
CRONICO,BAR,"BORGES, JORGE LUIS 1646",Palermo,Comuna 14
CRONO BAR,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 1165",San Nicolas,Comuna 1
CRUSTY,RESTAURANTE,AMENABAR 1702,Belgrano,Comuna 13
CUATRO 9 CUATRO,RESTAURANTE,JUJUY AV. 494,Balvanera,Comuna 3
CUATRO LUNAS,BAR,BONPLAND 1594,Palermo,Comuna 14
